qseqid	sseqid	pident	length	qlen	slen	evalue	bitscore
dhQueRobu3_chr_4_003322.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	33.099	142	221	288	1.50e-14	58.9
dhQueRobu3_chr_4_003322.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	60.526	38	221	288	1.90e-11	50.1
dhQueRobu3_chr_4_003322.1	Homo_sapiens_HSAP011513_CENPA_CenpA	70.000	40	221	140	1.61e-14	56.6
dhQueRobu3_chr_4_003322.1	Homo_sapiens_HSAP011513_CENPA_CenpA	38.462	65	221	140	3.65e-09	42.0
dhCorColu_ENA|OZ247468|OZ247468.1_002291.1	Danio_rerio_DRER013080_CENPA_CenpA	36.364	165	208	145	4.13e-26	87.4
dhCorColu_ENA|OZ247468|OZ247468.1_002291.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	34.637	179	208	288	5.39e-19	71.2
dhCorColu_ENA|OZ247468|OZ247468.1_002291.1	Homo_sapiens_HSAP011513_CENPA_CenpA	35.220	159	208	140	1.40e-17	64.7
dhAlnGlut1_SUPER_3_002173.1	Danio_rerio_DRER013080_CENPA_CenpA	53.846	104	152	145	2.10e-36	111
dhAlnGlut1_SUPER_3_002173.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	46.970	132	152	288	8.85e-31	101
dhAlnGlut1_SUPER_3_002173.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.697	132	152	134	2.37e-29	93.6
drMalSylv7_chr_7_002063.1	Danio_rerio_DRER013080_CENPA_CenpA	50.442	113	146	145	6.88e-38	115
drMalSylv7_chr_7_002063.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	51.546	97	146	288	1.67e-27	92.4
drMalSylv7_chr_7_002063.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.545	110	146	134	2.13e-26	85.9
drMalDome5_chr_7_002109.1	Danio_rerio_DRER013080_CENPA_CenpA	51.304	115	146	145	4.31e-38	115
drMalDome5_chr_7_002109.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	51.546	97	146	288	1.55e-27	92.4
drMalDome5_chr_7_002109.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.545	110	146	134	2.08e-26	85.9
drMalSylv7_chr_3_000736.1	Danio_rerio_DRER013080_CENPA_CenpA	57.143	98	206	145	2.12e-38	119
drMalSylv7_chr_3_000736.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	36.269	193	206	288	4.23e-28	95.9
drMalSylv7_chr_3_000736.1	Homo_sapiens_HSAP011513_CENPA_CenpA	52.874	87	206	140	2.49e-27	90.1
drMalDome5_chr_3_000733.1	Danio_rerio_DRER013080_CENPA_CenpA	57.143	98	206	145	2.21e-38	119
drMalDome5_chr_3_000733.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	54.082	98	206	288	4.36e-28	95.9
drMalDome5_chr_3_000733.1	Homo_sapiens_HSAP011513_CENPA_CenpA	52.874	87	206	140	2.60e-27	90.1
drGeuUrba1_SUPER_3_003430.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	38.356	73	134	288	6.14e-11	46.2
drGeuUrba1_SUPER_3_003430.1	Danio_rerio_DRER013080_CENPA_CenpA	50.000	36	134	145	6.51e-09	39.7
drGeuRiva_ENA|OZ123678|OZ123678.1_001365.1	Danio_rerio_DRER013080_CENPA_CenpA	34.343	99	120	145	1.24e-15	57.4
drGeuRiva_ENA|OZ123678|OZ123678.1_001365.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	54.348	46	120	288	7.64e-13	51.2
drGeuRiva_ENA|OZ123678|OZ123678.1_001365.1	Homo_sapiens_HSAP011513_CENPA_CenpA	30.682	88	120	140	1.10e-08	38.9
drGeuUrba1_SUPER_1_001199.1	Danio_rerio_DRER013080_CENPA_CenpA	35.354	99	133	145	9.32e-17	60.5
drGeuUrba1_SUPER_1_001199.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	49.180	61	133	288	1.10e-12	51.2
drGeuUrba1_SUPER_1_001199.1	Mus_musculus_MMUS037970_Cenpa_CenpA	25.197	127	133	134	8.11e-10	42.0
drGeuUrba1_SUPER_4_001309.1	Danio_rerio_DRER013080_CENPA_CenpA	56.566	99	163	145	3.52e-37	114
drGeuUrba1_SUPER_4_001309.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	43.151	146	163	288	6.08e-29	96.7
drGeuUrba1_SUPER_4_001309.1	Mus_musculus_MMUS037970_Cenpa_CenpA	39.837	123	163	134	6.93e-29	92.8
drGeuRiva_ENA|OZ123680|OZ123680.1_001094.1	Danio_rerio_DRER013080_CENPA_CenpA	56.566	99	165	145	4.39e-37	114
drGeuRiva_ENA|OZ123680|OZ123680.1_001094.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	46.269	134	165	288	7.27e-29	96.7
drGeuRiva_ENA|OZ123680|OZ123680.1_001094.1	Mus_musculus_MMUS037970_Cenpa_CenpA	39.837	123	165	134	7.38e-29	92.8
drFilUlma1_SUPER_3_002751.1	Danio_rerio_DRER013080_CENPA_CenpA	54.386	114	164	145	1.92e-38	117
drFilUlma1_SUPER_3_002751.1	Homo_sapiens_HSAP011513_CENPA_CenpA	42.857	133	164	140	1.08e-27	89.7
drFilUlma1_SUPER_3_002751.1	Mus_musculus_MMUS037970_Cenpa_CenpA	40.625	128	164	134	1.25e-27	89.4
drFilUlma1_SUPER_5_003094.1	Danio_rerio_DRER013080_CENPA_CenpA	48.276	116	140	145	9.89e-34	104
drFilUlma1_SUPER_5_003094.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.882	127	140	134	2.26e-30	95.5
drFilUlma1_SUPER_5_003094.1	Homo_sapiens_HSAP011513_CENPA_CenpA	55.172	87	140	140	1.11e-28	91.7
drFilUlma1_SUPER_7_003538.1	Danio_rerio_DRER013080_CENPA_CenpA	59.524	42	45	145	2.91e-15	53.1
drFilUlma1_SUPER_7_003538.1	Mus_musculus_MMUS037970_Cenpa_CenpA	61.111	36	45	134	1.04e-14	51.6
drFilUlma1_SUPER_7_003538.1	Homo_sapiens_HSAP011513_CENPA_CenpA	63.889	36	45	140	2.11e-14	50.8
drPotAnse1_chr_7_002172.1	Danio_rerio_DRER013080_CENPA_CenpA	47.170	106	170	145	1.82e-33	105
drPotAnse1_chr_7_002172.1	Mus_musculus_MMUS037970_Cenpa_CenpA	39.683	126	170	134	5.01e-27	88.2
drPotAnse1_chr_7_002172.1	Homo_sapiens_HSAP011513_CENPA_CenpA	48.958	96	170	140	5.61e-27	88.2
rosCan_S27_v1_rescue5	Danio_rerio_DRER013080_CENPA_CenpA	50.467	107	175	145	1.82e-35	110
rosCan_S27_v1_rescue5	Mus_musculus_MMUS037970_Cenpa_CenpA	40.441	136	175	134	2.20e-28	91.7
rosCan_S27_v1_rescue5	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	38.750	160	175	288	2.22e-26	90.1
rosCan_S27_v1_rescue6	Danio_rerio_DRER013080_CENPA_CenpA	50.467	107	173	145	1.65e-35	110
rosCan_S27_v1_rescue6	Mus_musculus_MMUS037970_Cenpa_CenpA	40.441	136	173	134	2.07e-28	91.7
rosCan_S27_v1_rescue6	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	42.446	139	173	288	2.33e-26	90.1
rosCan_subseq1_Rca1_S2_004089.1	Danio_rerio_DRER013080_CENPA_CenpA	50.467	107	173	145	1.65e-35	110
rosCan_subseq1_Rca1_S2_004089.1	Mus_musculus_MMUS037970_Cenpa_CenpA	40.441	136	173	134	2.07e-28	91.7
rosCan_subseq1_Rca1_S2_004089.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	42.446	139	173	288	2.33e-26	90.1
rosCan_subseq1_Rca1_S1_h2_004335.1	Danio_rerio_DRER013080_CENPA_CenpA	50.467	107	175	145	1.96e-35	110
rosCan_subseq1_Rca1_S1_h2_004335.1	Mus_musculus_MMUS037970_Cenpa_CenpA	40.441	136	175	134	2.25e-28	91.7
rosCan_subseq1_Rca1_S1_h2_004335.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	38.750	160	175	288	2.22e-26	90.1
rosCan_subseq1_Rca1_S1_h1_004331.1	Danio_rerio_DRER013080_CENPA_CenpA	50.467	107	175	145	1.96e-35	110
rosCan_subseq1_Rca1_S1_h1_004331.1	Mus_musculus_MMUS037970_Cenpa_CenpA	40.441	136	175	134	2.25e-28	91.7
rosCan_subseq1_Rca1_S1_h1_004331.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	38.750	160	175	288	2.22e-26	90.1
rosCan_subseq1_Rca1_R4_003919.1	Danio_rerio_DRER013080_CENPA_CenpA	45.000	120	188	145	1.37e-31	100
rosCan_subseq1_Rca1_R4_003919.1	Mus_musculus_MMUS037970_Cenpa_CenpA	36.913	149	188	134	2.04e-24	82.0
rosCan_subseq1_Rca1_R4_003919.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	40.000	135	188	288	6.56e-23	81.3
rosCan_subseq1_Rca1_R3_004165.1	Danio_rerio_DRER013080_CENPA_CenpA	49.495	99	196	145	1.13e-30	98.6
rosCan_subseq1_Rca1_R3_004165.1	Mus_musculus_MMUS037970_Cenpa_CenpA	39.062	128	196	134	3.11e-24	81.6
rosCan_subseq1_Rca1_R3_004165.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	40.602	133	196	288	7.16e-23	81.6
